AnimeID,Title,Type,Episodes,Aired Start,Aired End,Members,Score
52991,Sousou no Frieren,TV,28,Sep 2023,Mar 2024,923638,9.32
60022,One Piece Fan Letter,TV,N/A,Oct 2024,Oct 2024,6192,9.14
5114,Fullmetal Alchemist: Brotherhood,TV,64,Apr 2009,Jul 2010,3428511,9.09
9253,Steins;Gate,TV,24,Apr 2011,Sep 2011,2626726,9.07
56784,Bleach: Sennen Kessen-hen - Soukoku-tan,TV,N/A,Oct 2024,N/A,138262,9.06
28977,Gintama°,TV,51,Apr 2015,Mar 2016,647108,9.05
38524,Shingeki no Kyojin Season 3 Part 2,TV,10,Apr 2019,Jul 2019,2356574,9.05
39486,Gintama: The Final,Movie,1,Jan 2021,Jan 2021,158364,9.04
9969,Gintama',TV,51,Apr 2011,Mar 2012,570997,9.03
11061,Hunter x Hunter (2011),TV,148,Oct 2011,Sep 2014,2923165,9.03
15417,Gintama': Enchousen,TV,13,Oct 2012,Mar 2013,333138,9.02
41467,Bleach: Sennen Kessen-hen,TV,13,Oct 2022,Dec 2022,585688,9.01
820,Ginga Eiyuu Densetsu,OVA,110,Jan 1988,Mar 1997,331558,9.01
43608,Kaguya-sama wa Kokurasetai: Ultra Romantic,TV,13,Apr 2022,Jun 2022,978722,9.00
34096,Gintama.,TV,12,Jan 2017,Mar 2017,322842,8.98
42938,Fruits Basket: The Final,TV,13,Apr 2021,Jun 2021,500691,8.96
57864,Monogatari Series: Off & Monster Season,ONA,14,Jul 2024,Oct 2024,72671,8.94
28851,Koe no Katachi,Movie,1,Sep 2016,Sep 2016,2402686,8.93
4181,Clannad: After Story,TV,24,Oct 2008,Mar 2009,1216402,8.93
918,Gintama,TV,201,Apr 2006,Mar 2010,1089192,8.93
54857,Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,TV,16,Oct 2024,N/A,268068,8.93
35180,3-gatsu no Lion 2nd Season,TV,22,Oct 2017,Mar 2018,411141,8.91
2904,Code Geass: Hangyaku no Lelouch R2,TV,25,Apr 2008,Sep 2008,1824251,8.91
15335,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,Movie,1,Jul 2013,Jul 2013,245777,8.90
58125,Look Back,Movie,1,Jun 2024,Jun 2024,59890,8.90
54492,Kusuriya no Hitorigoto,TV,24,Oct 2023,Mar 2024,490458,8.89
19,Monster,TV,74,Apr 2004,Sep 2005,1174439,8.88
37491,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,TV,14,Jul 2018,Oct 2018,205253,8.88
51535,Shingeki no Kyojin: The Final Season - Kanketsu-hen,TV,N/A,Mar 2023,Nov 2023,706099,8.88
35247,Owarimonogatari 2nd Season,TV,N/A,Aug 2017,Aug 2017,409687,8.87
37987,Violet Evergarden Movie,Movie,1,Sep 2020,Sep 2020,640945,8.85
32281,Kimi no Na wa.,Movie,1,Aug 2016,Aug 2016,2816721,8.83
40682,Kingdom 3rd Season,TV,26,Apr 2020,Oct 2021,110059,8.82
49387,Vinland Saga Season 2,TV,24,Jan 2023,Jun 2023,675346,8.81
36838,Gintama.: Shirogane no Tamashii-hen,TV,12,Jan 2018,Mar 2018,218873,8.81
55690,Boku no Kokoro no Yabai Yatsu 2nd Season,TV,13,Jan 2024,Mar 2024,220940,8.79
51009,Jujutsu Kaisen 2nd Season,TV,23,Jul 2023,Dec 2023,1071934,8.79
37510,Mob Psycho 100 II,TV,13,Jan 2019,Apr 2019,1584824,8.79
31758,Kizumonogatari III: Reiketsu-hen,Movie,1,Jan 2017,Jan 2017,476556,8.78
40028,Shingeki no Kyojin: The Final Season,TV,16,Dec 2020,Mar 2021,2073860,8.78
199,Sen to Chihiro no Kamikakushi,Movie,1,Jul 2001,Jul 2001,1900676,8.77
47917,Bocchi the Rock!,TV,12,Oct 2022,Dec 2022,631914,8.77
32935,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,TV,10,Oct 2016,Dec 2016,1238734,8.77
263,Hajime no Ippo,TV,75,Oct 2000,Mar 2002,619914,8.77
48583,Shingeki no Kyojin: The Final Season Part 2,TV,12,Jan 2022,Apr 2022,1363302,8.76
37521,Vinland Saga,TV,24,Jul 2019,Dec 2019,1593830,8.76
52198,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,Movie,1,Dec 2022,Dec 2022,296338,8.76
17074,Monogatari Series: Second Season,TV,26,Jul 2013,Dec 2013,683502,8.76
1,Cowboy Bebop,TV,26,Apr 1998,Apr 1999,1915318,8.75
39894,Hibike! Euphonium 3,TV,13,Apr 2024,Jun 2024,75368,8.74
45649,The First Slam Dunk,Movie,1,Dec 2022,Dec 2022,53846,8.74
44074,Shiguang Dailiren,ONA,11,Apr 2021,Jul 2021,395432,8.73
47778,Kimetsu no Yaiba: Yuukaku-hen,TV,11,Dec 2021,Feb 2022,1519650,8.73
50160,Kingdom 4th Season,TV,26,Apr 2022,Oct 2022,70220,8.73
53223,Kingdom 5th Season,TV,13,Jan 2024,Mar 2024,41966,8.73
2921,Ashita no Joe 2,TV,47,Oct 1980,Aug 1981,55154,8.73
24701,Mushishi Zoku Shou 2nd Season,TV,10,Oct 2014,Dec 2014,273380,8.72
21,One Piece,TV,N/A,Oct 1999,N/A,2442832,8.72
50172,Mob Psycho 100 III,TV,12,Oct 2022,Dec 2022,729756,8.71
33095,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,TV,12,Jan 2017,Mar 2017,190964,8.71
48569,86 Part 2,TV,12,Oct 2021,Mar 2022,537839,8.71
53998,Bleach: Sennen Kessen-hen - Ketsubetsu-tan,TV,13,Jul 2023,Sep 2023,311930,8.70
1575,Code Geass: Hangyaku no Lelouch,TV,25,Oct 2006,Jul 2007,2306363,8.70
44,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,OVA,4,Feb 1999,Sep 1999,280957,8.70
21939,Mushishi Zoku Shou,TV,10,Apr 2014,Jun 2014,306915,8.69
40434,Mo Dao Zu Shi: Wanjie Pian,ONA,12,Aug 2021,Oct 2021,84367,8.68
245,Great Teacher Onizuka,TV,43,Jun 1999,Sep 2000,851713,8.68
33352,Violet Evergarden,TV,13,Jan 2018,Apr 2018,1838426,8.68
50399,Tian Guan Cifu Er,ONA,12,Oct 2023,Jan 2024,49588,8.67
5258,Hajime no Ippo: New Challenger,TV,26,Jan 2009,Jul 2009,296752,8.67
431,Howl no Ugoku Shiro,Movie,1,Nov 2004,Nov 2004,1380345,8.67
52742,Haikyuu!! Movie: Gomisuteba no Kessen,Movie,1,Feb 2024,Feb 2024,141088,8.66
164,Mononoke Hime,Movie,1,Jul 1997,Jul 1997,1289144,8.66
457,Mushishi,TV,26,Oct 2005,Jun 2006,850354,8.65
45576,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,TV,12,Oct 2021,Dec 2021,985511,8.65
46102,Odd Taxi,TV,13,Apr 2021,Jun 2021,453426,8.65
55791,"""Oshi no Ko"" 2nd Season",TV,13,Jul 2024,Oct 2024,365091,8.65
33050,Fate/stay night Movie: Heaven's Feel - III. Spring Song,Movie,1,Aug 2020,Aug 2020,365254,8.65
54898,Bungou Stray Dogs 5th Season,TV,11,Jul 2023,Sep 2023,205123,8.64
34599,Made in Abyss,TV,13,Jul 2017,Sep 2017,1427687,8.64
11665,Natsume Yuujinchou Shi,TV,13,Jan 2012,Mar 2012,250779,8.64
23273,Shigatsu wa Kimi no Uso,TV,22,Oct 2014,Mar 2015,2265218,8.64
49413,Shiguang Dailiren II,ONA,12,Jul 2023,Sep 2023,124927,8.63
35760,Shingeki no Kyojin Season 3,TV,12,Jul 2018,Oct 2018,2442848,8.63
2001,Tengen Toppa Gurren Lagann,TV,27,Apr 2007,Sep 2007,1649648,8.63
40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,TV,12,Apr 2020,Jun 2020,1384715,8.63
41084,Made in Abyss: Retsujitsu no Ougonkyou,TV,12,Jul 2022,Sep 2022,472047,8.62
22135,Ping Pong the Animation,TV,11,Apr 2014,Jun 2014,405533,8.62
1535,Death Note,TV,37,Oct 2006,Jun 2007,3999106,8.62
28891,Haikyuu!! Second Season,TV,25,Oct 2015,Mar 2016,1468840,8.62
52034,"""Oshi no Ko""",TV,11,Apr 2023,Jun 2023,878109,8.61
42310,Cyberpunk: Edgerunners,ONA,10,Sep 2022,Sep 2022,825448,8.61
57334,Dandadan,TV,12,Oct 2024,N/A,303395,8.61
52701,Dungeon Meshi,TV,24,Jan 2024,Jun 2024,387887,8.61
36862,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,Movie,1,Jan 2020,Jan 2020,483949,8.61
34591,Natsume Yuujinchou Roku,TV,11,Apr 2017,Jun 2017,191480,8.61
19647,Hajime no Ippo: Rising,TV,25,Oct 2013,Mar 2014,269868,8.60
7311,Suzumiya Haruhi no Shoushitsu,Movie,1,Feb 2010,Feb 2010,620574,8.60
3786,Shin Evangelion Movie:||,Movie,1,Mar 2021,Mar 2021,387997,8.59
33,Kenpuu Denki Berserk,TV,25,Oct 1997,Apr 1998,689319,8.59
28957,Mushishi Zoku Shou: Suzu no Shizuku,Movie,1,May 2015,May 2015,131922,8.59
38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,Movie,1,Jun 2019,Jun 2019,736724,8.59
4565,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,Movie,1,Apr 2009,Apr 2009,222649,8.58
40748,Jujutsu Kaisen,TV,24,Oct 2020,Mar 2021,2680301,8.58
55823,Natsume Yuujinchou Shichi,TV,12,Oct 2024,N/A,30233,8.58
37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,TV,39,Oct 2018,Jul 2019,1060359,8.57
40456,Kimetsu no Yaiba Movie: Mugen Ressha-hen,Movie,1,Oct 2020,Oct 2020,1607739,8.57
31757,Kizumonogatari II: Nekketsu-hen,Movie,1,Aug 2016,Aug 2016,458117,8.57
10379,Natsume Yuujinchou San,TV,13,Jul 2011,Sep 2011,258103,8.57
49701,Doupo Cangqiong: San Nian Zhi Yue,ONA,13,Oct 2021,Jan 2022,8268,8.57
56538,Kimi ni Todoke 3rd Season,ONA,5,Aug 2024,Aug 2024,72103,8.56
877,Nana,TV,47,Apr 2006,Mar 2007,699107,8.56
32983,Natsume Yuujinchou Go,TV,11,Oct 2016,Dec 2016,191899,8.56
12355,Ookami Kodomo no Ame to Yuki,Movie,1,Jul 2012,Jul 2012,828383,8.56
7785,Yojouhan Shinwa Taikei,TV,11,Apr 2010,Jul 2010,462322,8.56
16498,Shingeki no Kyojin,TV,25,Apr 2013,Sep 2013,4049131,8.55
32,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",Movie,1,Jul 1997,Jul 1997,959260,8.55
28735,Shouwa Genroku Rakugo Shinjuu,TV,13,Jan 2016,Apr 2016,296999,8.55
170,Slam Dunk,TV,101,Oct 1993,Mar 1996,311026,8.55
40776,Haikyuu!! To the Top Part 2,TV,12,Oct 2020,Dec 2020,849062,8.55
36098,Kimi no Suizou wo Tabetai,Movie,1,Sep 2018,Sep 2018,1005783,8.55
437,Perfect Blue,Movie,1,Feb 1998,Feb 1998,738139,8.55
53273,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 3,ONA,14,Dec 2022,Dec 2022,226074,8.54
5300,Zoku Natsume Yuujinchou,TV,13,Jan 2009,Mar 2009,253367,8.54
11741,Fate/Zero 2nd Season,TV,12,Apr 2012,Jun 2012,1137872,8.54
40417,Fruits Basket 2nd Season,TV,25,Apr 2020,Sep 2020,531881,8.54
7472,Gintama Movie 1: Shinyaku Benizakura-hen,Movie,1,Apr 2010,Apr 2010,167792,8.53
21329,Mushishi: Hihamukage,TV,N/A,Jan 2014,Jan 2014,143141,8.53
30484,Steins;Gate 0,TV,23,Apr 2018,Sep 2018,893189,8.53
25777,Shingeki no Kyojin Season 2,TV,12,Apr 2017,Jun 2017,2796469,8.52
40664,Shoujo☆Kageki Revue Starlight Movie,Movie,1,Jun 2021,Jun 2021,21367,8.52
12365,Bakuman. 3rd Season,TV,25,Oct 2012,Mar 2013,335001,8.52
35843,Gintama.: Porori-hen,TV,13,Oct 2017,Dec 2017,207107,8.52
578,Hotaru no Haka,Movie,1,Apr 1988,Apr 1988,699014,8.52
801,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,TV,26,Jan 2004,Jan 2005,231255,8.52
4282,Kara no Kyoukai Movie 5: Mujun Rasen,Movie,1,Aug 2008,Aug 2008,242965,8.51
205,Samurai Champloo,TV,26,May 2004,Mar 2005,1268844,8.51
35839,Sora yori mo Tooi Basho,TV,13,Jan 2018,Mar 2018,518314,8.51
38474,Yuru Camp△ Season 2,TV,13,Jan 2021,Apr 2021,234220,8.51
44070,Tian Guan Cifu Special,ONA,1,Feb 2021,Feb 2021,52288,8.50
31933,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,TV,39,Apr 2016,Dec 2016,1159229,8.50
40834,Ousama Ranking,TV,23,Oct 2021,Mar 2022,677464,8.50
11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,Movie,1,Oct 2013,Oct 2013,390313,8.49
32182,Mob Psycho 100,TV,12,Jul 2016,Sep 2016,2141731,8.49
30276,One Punch Man,TV,12,Oct 2015,Dec 2015,3299735,8.49
50265,Spy x Family,TV,12,Apr 2022,Jun 2022,1650246,8.49
37779,Yakusoku no Neverland,TV,12,Jan 2019,Mar 2019,2019103,8.49
12431,Uchuu Kyoudai,TV,99,Apr 2012,Mar 2014,198670,8.48
30654,Ansatsu Kyoushitsu 2nd Season,TV,25,Jan 2016,Jul 2016,1471262,8.48
3297,Aria the Origination,TV,13,Jan 2008,Apr 2008,132685,8.48
44511,Chainsaw Man,TV,12,Oct 2022,Dec 2022,1627507,8.48
33049,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,Movie,1,Jan 2019,Jan 2019,401349,8.48
10165,Nichijou,TV,26,Apr 2011,Sep 2011,921871,8.47
35737,Pluto,ONA,8,Oct 2023,Oct 2023,186024,8.47
47194,Summertime Render,TV,25,Apr 2022,Sep 2022,571838,8.47
392,Yuu☆Yuu☆Hakusho,TV,112,Oct 1992,Jan 1995,708263,8.46
36649,Banana Fish,TV,24,Jul 2018,Dec 2018,891813,8.46
37379,Chihayafuru 3,TV,24,Oct 2019,Mar 2020,145658,8.46
44087,Gintama: The Semi-Final,Special,2,Jan 2021,Jan 2021,81409,8.46
37208,Mo Dao Zu Shi,ONA,15,Jul 2018,Oct 2018,237729,8.46
38450,Mo Dao Zu Shi: Xian Yun Pian,ONA,8,Aug 2019,Sep 2019,109202,8.46
6114,Rainbow: Nisha Rokubou no Shichinin,TV,26,Apr 2010,Sep 2010,403940,8.46
38000,Kimetsu no Yaiba,TV,26,Apr 2019,Sep 2019,3142923,8.45
55888,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,TV,12,Apr 2024,Jul 2024,426543,8.45
31181,Owarimonogatari,TV,12,Oct 2015,Dec 2015,487850,8.45
11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Movie,1,Apr 2013,Apr 2013,607162,8.45
36999,Zoku Owarimonogatari,TV,6,May 2019,Jun 2019,235026,8.44
26055,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,TV,24,Jan 2015,Jun 2015,1148185,8.44
49722,Karakai Jouzu no Takagi-san Movie,Movie,1,Jun 2022,Jun 2022,80784,8.44
50330,Bungou Stray Dogs 4th Season,TV,13,Jan 2023,Mar 2023,310652,8.44
40059,Golden Kamuy 3rd Season,TV,12,Oct 2020,Dec 2020,177376,8.44
37105,Grand Blue,TV,12,Jul 2018,Sep 2018,807056,8.44
20583,Haikyuu!!,TV,25,Apr 2014,Sep 2014,2027228,8.44
24687,Mushishi Zoku Shou: Odoro no Michi,TV,N/A,Aug 2014,Aug 2014,103939,8.43
42203,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,TV,12,Jan 2021,Mar 2021,933320,8.43
48561,Jujutsu Kaisen 0 Movie,Movie,1,Dec 2021,Dec 2021,1039658,8.42
38889,Kono Oto Tomare! Part 2,TV,13,Oct 2019,Dec 2019,184924,8.42
38040,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,Movie,1,Aug 2019,Aug 2019,816420,8.42
467,Koukaku Kidoutai: Stand Alone Complex,TV,26,Oct 2002,Oct 2003,404535,8.42
2246,Mononoke,TV,12,Jul 2007,Sep 2007,338810,8.42
36538,Natsume Yuujinchou Movie: Utsusemi ni Musubu,Movie,1,Sep 2018,Sep 2018,75944,8.42
36885,Saenai Heroine no Sodatekata Fine,Movie,1,Oct 2019,Oct 2019,190138,8.42
40730,Tian Guan Cifu,ONA,11,Oct 2020,Jan 2021,155146,8.42
45556,Wu Liuqi: Xuanwu Guo Pian,ONA,10,Jan 2021,May 2021,68408,8.42
21899,Gintama: Yorinuki Gintama-san on Theater 2D,Movie,2,Aug 2012,Aug 2012,45371,8.42
136,Hunter x Hunter,TV,62,Oct 1999,Mar 2001,606886,8.42
51039,Doupo Cangqiong: Nian Fan,ONA,157,Jul 2022,N/A,8500,8.41
33255,Saiki Kusuo no Ψ-nan,TV,120,Jul 2016,Dec 2016,1143371,8.41
34612,Saiki Kusuo no Ψ-nan 2,TV,24,Jan 2018,Jun 2018,663289,8.41
25781,Shingeki no Kyojin: Kuinaki Sentaku,OVA,2,Dec 2014,Apr 2015,530789,8.41
39741,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,Movie,1,Sep 2019,Sep 2019,439404,8.41
38475,Yuru Camp△ Movie,Movie,1,Jul 2022,Jul 2022,84658,8.40
55102,Girls Band Cry,TV,13,Apr 2024,Jun 2024,84650,8.40
37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,TV,12,Jan 2019,Mar 2019,1792395,8.40
30709,Kamisama Hajimemashita: Kako-hen,OVA,4,Aug 2015,Aug 2016,172577,8.40
36275,Natsume Yuujinchou Roku Specials,Special,2,Sep 2017,Oct 2017,49128,8.40
40787,Josee to Tora to Sakana-tachi,Movie,1,Dec 2020,Dec 2020,452806,8.39
49721,Karakai Jouzu no Takagi-san 3,TV,12,Jan 2022,Mar 2022,194498,8.39
5028,Major S5,TV,25,Jan 2009,Jun 2009,72377,8.39
35851,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,Movie,1,Feb 2018,Feb 2018,449559,8.39
46095,Vivy: Fluorite Eye's Song,TV,13,Apr 2021,Jun 2021,558742,8.39
35557,Houseki no Kuni,TV,12,Oct 2017,Dec 2017,477743,8.39
57181,Ao no Hako,TV,25,Oct 2024,N/A,119137,8.38
50183,Blue Giant,Movie,1,Feb 2023,Feb 2023,31904,8.38
14397,Chihayafuru 2,TV,25,Jan 2013,Jun 2013,240435,8.38
5,Cowboy Bebop: Tengoku no Tobira,Movie,1,Sep 2001,Sep 2001,387531,8.38
49310,Fruits Basket: Prelude,Movie,1,Feb 2022,Feb 2022,114253,8.38
32366,Gintama°: Aizome Kaori-hen,OVA,2,Aug 2016,Nov 2016,87685,8.38
37965,Kaze ga Tsuyoku Fuiteiru,TV,23,Oct 2018,Mar 2019,310136,8.38
49458,Kono Subarashii Sekai ni Shukufuku wo! 3,TV,11,Apr 2024,Jun 2024,446755,8.38
37515,Made in Abyss Movie 2: Hourou Suru Tasogare,Movie,1,Jan 2019,Jan 2019,145642,8.38
4921,Ramayana: The Legend of Prince Rama,Movie,1,Jan 1993,Jan 1993,12217,8.38
5205,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),Movie,1,Aug 2009,Aug 2009,210653,8.37
9756,Mahou Shoujo Madoka★Magica,TV,12,Jan 2011,Apr 2011,1321385,8.37
11979,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,Movie,1,Oct 2012,Oct 2012,207848,8.37
31646,3-gatsu no Lion,TV,22,Oct 2016,Mar 2017,693265,8.37
22789,Barakamon,TV,12,Jul 2014,Sep 2014,677721,8.37
5941,Cross Game,TV,50,Apr 2009,Mar 2010,126776,8.37
38883,Haikyuu!! To the Top,TV,13,Jan 2020,Apr 2020,971305,8.37
39551,Tensei shitara Slime Datta Ken 2nd Season,TV,12,Jan 2021,Mar 2021,1009286,8.37
56523,Tunshi Xingkong 3rd Season,ONA,33,Sep 2022,Apr 2023,2622,8.36
49926,Kimetsu no Yaiba: Mugen Ressha-hen,TV,7,Oct 2021,Nov 2021,820845,8.36
9260,Kizumonogatari I: Tekketsu-hen,Movie,1,Jan 2016,Jan 2016,545600,8.36
53540,Meitantei Conan Movie 26: Kurogane no Submarine,Movie,1,Apr 2023,Apr 2023,13998,8.36
39535,Mushoku Tensei: Isekai Ittara Honki Dasu,TV,11,Jan 2021,Mar 2021,1398704,8.36
39808,Non Non Biyori Nonstop,TV,12,Jan 2021,Mar 2021,129054,8.36
6945,Gintama: Shiroyasha Koutan,Special,1,Sep 2008,Sep 2008,71598,8.36
2251,Baccano!,TV,13,Jul 2007,Nov 2007,920554,8.35
39167,Girls & Panzer: Saishuushou Part 4,Movie,1,Oct 2023,Oct 2023,19019,8.35
777,Hellsing Ultimate,OVA,10,Feb 2006,Dec 2012,954605,8.35
185,Initial D First Stage,TV,26,Apr 1998,Dec 1998,399531,8.35
30,Shinseiki Evangelion,TV,26,Oct 1995,Mar 1996,1870106,8.35
39547,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,TV,12,Jul 2020,Sep 2020,755684,8.35
9617,K-On! Movie,Movie,1,Dec 2011,Dec 2011,337984,8.35
572,Kaze no Tani no Nausicaä,Movie,1,Mar 1984,Mar 1984,388205,8.35
10030,Bakuman. 2nd Season,TV,25,Oct 2011,Mar 2012,358784,8.34
41025,Fumetsu no Anata e,TV,20,Apr 2021,Aug 2021,903256,8.34
46654,IDOLiSH7 Third Beat! Part 2,TV,17,Oct 2022,Feb 2023,15234,8.34
338,Versailles no Bara,TV,40,Oct 1979,Sep 1980,102679,8.34
37095,"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",Special,1,Jul 2018,Jul 2018,343154,8.34
50407,Wu Shan Wu Xing: Xichuan Huan Zi Lin,ONA,4,Jul 2023,Aug 2023,14199,8.34
10162,Usagi Drop,TV,11,Jul 2011,Sep 2011,504237,8.33
54595,Kage no Jitsuryokusha ni Naritakute! 2nd Season,TV,12,Oct 2023,Dec 2023,412461,8.33
10937,Kidou Senshi Gundam: The Origin,OVA,6,Feb 2015,May 2018,76655,8.33
22535,Kiseijuu: Sei no Kakuritsu,TV,24,Oct 2014,Mar 2015,1918273,8.33
20651,Natsume Yuujinchou: Itsuka Yuki no Hi ni,OVA,1,Feb 2014,Feb 2014,81888,8.33
5040,One Outs,TV,25,Oct 2008,Apr 2009,244030,8.33
13601,Psycho-Pass,TV,22,Oct 2012,Mar 2013,1665671,8.33
39587,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,TV,13,Jul 2020,Sep 2020,1149637,8.33
37822,Douluo Dalu 2nd Season,ONA,237,Dec 2018,Jun 2023,21328,8.33
55644,Dr. Stone: New World Part 2,TV,11,Oct 2023,Dec 2023,311954,8.33
31988,Hibike! Euphonium 2,TV,13,Oct 2016,Dec 2016,240109,8.33
5081,Bakemonogatari,TV,15,Jul 2009,Jun 2010,1427270,8.32
28701,Fate/stay night: Unlimited Blade Works 2nd Season,TV,13,Apr 2015,Jun 2015,871426,8.32
41487,Tensei shitara Slime Datta Ken 2nd Season Part 2,TV,12,Jul 2021,Sep 2021,812745,8.32
12029,Uchuu Senkan Yamato 2199,OVA,26,May 2012,Oct 2013,118248,8.32
53672,Violet Evergarden: Recollections,Special,1,Oct 2021,Oct 2021,35141,8.32
41457,86,TV,11,Apr 2021,Jun 2021,828647,8.31
2402,Ashita no Joe,TV,79,Apr 1970,Sep 1971,97012,8.31
42886,Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,Movie,12,Mar 2022,May 2022,22640,8.31
39533,Given,TV,11,Jul 2019,Sep 2019,589554,8.31
137,Hunter x Hunter: Original Video Animation,OVA,8,Jan 2002,Apr 2002,129695,8.31
52588,Kaijuu 8-gou,TV,12,Apr 2024,Jun 2024,487027,8.31
7655,Major S6,TV,25,Apr 2010,Sep 2010,64131,8.31
34534,Natsume Yuujinchou Go Specials,Special,2,Mar 2017,Apr 2017,48005,8.31
1210,NHK ni Youkoso!,TV,24,Jul 2006,Dec 2006,767218,8.31
5341,Ookami to Koushinryou II,TV,12,Jul 2009,Sep 2009,503717,8.31
2559,Romeo no Aoi Sora,TV,33,Jan 1995,Dec 1995,51567,8.31
51440,Sasaki to Miyano Movie: Sotsugyou-hen,Movie,1,Feb 2023,Feb 2023,47953,8.31
54870,Seishun Buta Yarou wa Randoseru Girl no Yume wo Minai,Movie,1,Dec 2023,Dec 2023,102758,8.31
6594,Katanagatari,TV,12,Jan 2010,Dec 2010,571686,8.30
5420,Kemono no Souja Erin,TV,50,Jan 2009,Dec 2009,88498,8.30
17389,Kingdom 2nd Season,TV,39,Jun 2013,Mar 2014,132447,8.30
40211,Luo Xiao Hei Zhan Ji (Movie),Movie,1,Sep 2019,Sep 2019,28424,8.30
4081,Natsume Yuujinchou,TV,13,Jul 2008,Sep 2008,554004,8.30
31043,Boku dake ga Inai Machi,TV,12,Jan 2016,Mar 2016,2146584,8.30
30230,Diamond no Ace: Second Season,TV,51,Apr 2015,Mar 2016,141291,8.30
3784,Evangelion Movie 2: Ha,Movie,1,Jul 2009,Jul 2009,556699,8.30
51805,Ginga Eiyuu Densetsu: Die Neue These - Sakubou,Movie,12,Sep 2022,Nov 2022,15532,8.30
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,TV,11,Apr 2011,Jun 2011,1633795,8.29
57,Beck,TV,26,Oct 2004,Mar 2005,350027,8.29
22507,Initial D Final Stage,TV,4,May 2014,Jun 2014,150379,8.29
10863,Steins;Gate: Oukoubakko no Poriomania,Special,1,Feb 2012,Feb 2012,448269,8.29
49571,Tunshi Xingkong 2nd Season,ONA,26,Dec 2021,Sep 2022,6541,8.29
24415,Kuroko no Basket 3rd Season,TV,25,Jan 2015,Jun 2015,780769,8.29
1365,Meitantei Conan Movie 06: Baker Street no Bourei,Movie,1,Apr 2002,Apr 2002,79969,8.29
12531,Sakamichi no Apollon,TV,12,Apr 2012,Jun 2012,395059,8.29
486,Kino no Tabi: The Beautiful World,TV,13,Apr 2003,Jul 2003,327609,8.28
11917,Major: World Series,OVA,2,Dec 2011,Jan 2012,37542,8.28
52299,Ore dake Level Up na Ken,TV,12,Jan 2024,Mar 2024,776102,8.28
6675,Redline,Movie,1,Aug 2009,Aug 2009,390811,8.28
45,Rurouni Kenshin: Meiji Kenkaku Romantan,TV,94,Jan 1996,Sep 1998,504598,8.28
30346,Doukyuusei,Movie,1,Feb 2016,Feb 2016,277251,8.28
9735,Gintama: Shinyaku Benizakura-hen,Special,1,Dec 2010,Dec 2010,44902,8.28
50594,Suzume no Tojimari,Movie,1,Nov 2022,Nov 2022,398711,8.28
759,Tokyo Godfathers,Movie,1,Nov 2003,Nov 2003,302128,8.28
56524,Tunshi Xingkong 4th Season,ONA,71,Oct 2023,N/A,2973,8.28
43325,Yuukoku no Moriarty Part 2,TV,13,Apr 2021,Jun 2021,263817,8.28
25835,Shirobako,TV,24,Oct 2014,Mar 2015,452449,8.27
38826,Tenki no Ko,Movie,1,Jul 2019,Jul 2019,1036017,8.27
34798,Yuru Camp△,TV,12,Jan 2018,Mar 2018,507967,8.27
48316,Kage no Jitsuryokusha ni Naritakute!,TV,20,Oct 2022,Feb 2023,709055,8.27
43,Koukaku Kidoutai,Movie,1,Nov 1995,Nov 1995,654169,8.27
